recording_id,subject_id,activity_id,activity,accel_samples,accel_3s_windows,tail_samples_dropped,primary_status,exclusion_reason,split,allocation_lock,split_feasible_activity,full_sparse_evaluable_client,minimum_support_client,content_sha256
8.Jump/1020_I_1.csv,1020,8,Jump,1099,3,199,included,,test,,True,True,True,5cd8b2fbe57ceb953c120ca206c42fc91a5faf18653ed0ff8c4c43cfc0c427a2
8.Jump/1020_I_2.csv,1020,8,Jump,900,3,0,included,,train,,True,True,True,a6c55b86e1c854f91454050a7c452512c68ef5eed05b7e2356ca3fde9e1912d2
9.Push-up/1020_J_1.csv,1020,9,Push-up,815,2,215,included,,train,,False,True,True,d198565b56debef85bdd8af5689914b91514b626b052d283b50231a7c109a59b
9.Push-up/1020_J_2.csv,1020,9,Push-up,727,2,127,included,,test,,False,True,True,11169262eaa0effd08c66bdee6d7744574046396edd716f51cc7fb37fcaaff26
10.Sit-up/1020_K_2.csv,1020,10,Sit-up,1284,4,84,included,,train,,False,True,True,478cabfbd32d0ec011da95c75a8e1f3217f66df5a50e414616f34ecef707ac40
0.Stand/1021_A_1.csv,1021,0,Stand,6341,21,41,included,,train,,False,True,True,0baa40d3f1ea488a5e4cad91985acaf51853d721eddd942cd2c8dc9e019fb63b
1.Sit/1021_B_1.csv,1021,1,Sit,6507,21,207,included,,train,,False,True,True,e62db1b109b07c5883440dd179654fac01001aa6efa8f8c805c752ccf7fb2825
2.Talk-sit/1021_C_1.csv,1021,2,Talk-sit,5999,19,299,included,,validation,,False,True,True,7cd9055850947d55ead56d897b950b0603665150130e97fdabcf9f249d07a8e4
3.Talk-stand/1021_D_1.csv,1021,3,Talk-stand,6262,20,262,included,,validation,,False,True,True,ccae0b0a77708b23d53bc897cb6cbe3c7acd60d4655f14b60066acedfb6cf49d
4.Stand-sit/1021_E_1.csv,1021,4,Stand-sit,2159,7,59,included,,test,supported_test_reservation,True,True,True,abcb2e4dc5a5a4b1863cf1b6d76f2596678b4f0c052b587ea733e813ba1f5358
4.Stand-sit/1021_E_2.csv,1021,4,Stand-sit,2100,7,0,included,,train,,True,True,True,1c2ec9a9c36fa8a1bd81025d867cc38d972df9934afa00fe7eb5ed5df4a5c028
4.Stand-sit/1021_E_3.csv,1021,4,Stand-sit,2280,7,180,included,,validation,,True,True,True,8a8d7d1e586a4e7b67947b23f665dc49f32075d8b8f3c51531560a478f46f363
4.Stand-sit/1021_E_4.csv,1021,4,Stand-sit,2151,7,51,included,,train,supported_train_reservation,True,True,True,526cc526a10d48264bd2ef3b36cfe419ea17738c8234c5e0258f211d765bc37a
4.Stand-sit/1021_E_5.csv,1021,4,Stand-sit,2226,7,126,included,,train,,True,True,True,d5118444eb3222d678eab801261dca089c154a58dd064b8ce3c622489bb74998
5.Lay/1021_F_1.csv,1021,5,Lay,6193,20,193,included,,train,,False,True,True,3321d10ac4335f1b9e87da8d94b42877bc494ee6a30b28f0dfb758046bf4068e
6.Lay-stand/1021_G_1.csv,1021,6,Lay-stand,4339,14,139,included,,train,supported_train_reservation,True,True,True,f6404421c1c881769e682ecaea8872c6fac1e8e7b39872844e0dfe060a2e8551
6.Lay-stand/1021_G_2.csv,1021,6,Lay-stand,4453,14,253,included,,test,supported_test_reservation,True,True,True,4ea79290f4ea0a5f3153a9893435ad6da31254ac33b927f9d73dd94dd66e12b9
7.Pick/1021_H_1.csv,1021,7,Pick,4054,13,154,included,,test,supported_test_reservation,True,True,True,ec8059e72f1129435ab69fabe10c4383ee953487738a545a8f6e93b8fb03047e
7.Pick/1021_H_2.csv,1021,7,Pick,4015,13,115,included,,train,supported_train_reservation,True,True,True,2b3806211aec4b479ba4ff7741bd7cd5a8c6f81fec46f82801e28cd13d7fa8d0
8.Jump/1021_I_1.csv,1021,8,Jump,1920,6,120,included,,train,,True,True,True,f46957a8c85ecb11dbf624f31fb62a0ec08afb3256b4e601f81cc7f038736539
8.Jump/1021_I_2.csv,1021,8,Jump,1732,5,232,included,,test,,True,True,True,5ca19437e3ee03833b8bd340e01347991540665825968f1ea9562b89771dfa67
9.Push-up/1021_J_1.csv,1021,9,Push-up,1200,4,0,included,,train,,False,True,True,6108d415597acd60054d84c74d85fbed6b99728aa9d4c3c8cca641172c0968eb
10.Sit-up/1021_K_1.csv,1021,10,Sit-up,1943,6,143,included,,train,,True,True,True,1729f3295ab0b7b21e89857e3699aa213c0c9634e0fddc5068ecb40181bdff4a
10.Sit-up/1021_K_2.csv,1021,10,Sit-up,1777,5,277,included,,test,,True,True,True,b3a8771979fc6e2f41bde9a4a1195ca6736822c679700e870b5674be1abd82b8
0.Stand/1022_A_1.csv,1022,0,Stand,6441,21,141,included,,train,supported_train_reservation,True,True,True,972bef19636829c28094d7fff49a50271b1dc9862ad333eb8d71fc0f21f295e2
0.Stand/1022_A_6.csv,1022,0,Stand,6182,20,182,included,,validation,,True,True,True,993f1b86760a7a5642c3d84a7ff79039a63d766f41d1bf35201c5983a4c2b232
0.Stand/1022_A_7.csv,1022,0,Stand,6018,20,18,included,,test,supported_test_reservation,True,True,True,5d3b19cc0f77714b6f0884df3946779b65e56a9ce1828752663507a914d7909e
1.Sit/1022_B_1.csv,1022,1,Sit,6580,21,280,included,,train,supported_train_reservation,True,True,True,b5a5e1afe391756bb6f1308f13415a2449202886cc291f41bdeecaa97194b353
1.Sit/1022_B_6.csv,1022,1,Sit,6134,20,134,included,,validation,,True,True,True,1653bab97344f44334eefb34664874b28acf110dc1ecc815129bfd69c0883c35
1.Sit/1022_B_7.csv,1022,1,Sit,6104,20,104,included,,validation,,True,True,True,70f11f451a6b2d063cc8f7edfcc37f7c4cbf44ab02fcfd91be2d649d144cdee0
1.Sit/1022_C_7.csv,1022,1,Sit,6000,20,0,included,,test,supported_test_reservation,True,True,True,6890799204b04b16c98bdf6254c4a6cb8fdcdecf30583c32d78f93279a691d89
2.Talk-sit/1022_C_1.csv,1022,2,Talk-sit,6734,22,134,included,,validation,,True,True,True,47b8b3d5af167c2696c9576fe311c135f69dee7e2ea0988ef13b34a6cebb4645
2.Talk-sit/1022_C_6.csv,1022,2,Talk-sit,6119,20,119,included,,test,,True,True,True,90f71255a2285224dcdc4927778bea7be2fec731fd42024dedc17caa3372a7f5
3.Talk-stand/1022_D_1.csv,1022,3,Talk-stand,6065,20,65,included,,test,supported_test_reservation,True,True,True,210ece198801765356518f56fb37479c43f5995e33e1b685fe6c817333f1d56e
3.Talk-stand/1022_D_2.csv,1022,3,Talk-stand,6586,21,286,included,,train,supported_train_reservation,True,True,True,6fc33ad0646b17e5cf49acb143189dab4a6b25f4fb1d3e205c4ac8f7d154bd2e
3.Talk-stand/1022_D_6.csv,1022,3,Talk-stand,6094,20,94,included,,validation,,True,True,True,b12d8c96b0e04ad01330046a404a0e18c0c4c23b2834ccaa7056dc3586e82f4c
4.Stand-sit/1022_E_1.csv,1022,4,Stand-sit,2379,7,279,included,,train,,True,True,True,8154a7668b417aa78b7df36564fe916d043469b1f942b0c5d615cacf0a411b62
4.Stand-sit/1022_E_10.csv,1022,4,Stand-sit,1800,6,0,included,,train,,True,True,True,e9e2732d8fce54353bc06cd52890c108a1b804754b3ddb5d2cf8c1e2a9a5164a
4.Stand-sit/1022_E_11.csv,1022,4,Stand-sit,2371,7,271,included,,validation,,True,True,True,4cb282c62d98d705de933a60270b8f2c3f43bc77047fe262fbbbaef1c9d3fbbf
4.Stand-sit/1022_E_12.csv,1022,4,Stand-sit,2088,6,288,included,,train,,True,True,True,91dec1a4e1210ec059d0866c1cf8bac907661e5621a2fa74d907dc791ba53ddc
4.Stand-sit/1022_E_13.csv,1022,4,Stand-sit,1899,6,99,included,,test,,True,True,True,fcff59de18464b9df98a598ec0b24fc2ec32869ca3f58e5b0575bb7bbd2afaa3
4.Stand-sit/1022_E_14.csv,1022,4,Stand-sit,1727,5,227,included,,train,,True,True,True,93449e7aa2cdc1c9f73ffc6b790ca22769bb43c52c72b6e336e93dc0862e7f70
4.Stand-sit/1022_E_15.csv,1022,4,Stand-sit,1903,6,103,included,,train,,True,True,True,78187d8dc00c1afc3baf53c01603d13dab6b490a8dd09234f65fc39bf65b375f
4.Stand-sit/1022_E_2.csv,1022,4,Stand-sit,2432,8,32,included,,train,,True,True,True,0394b520bc8f694da5c286176f7da9be1f270186e26b51b29868457e35e16a36
4.Stand-sit/1022_E_3.csv,1022,4,Stand-sit,1873,6,73,included,,train,,True,True,True,53acb492d80466e3940468e57ca81e06d5a006d76fc4678548b61f668f01aef3
4.Stand-sit/1022_E_4.csv,1022,4,Stand-sit,1923,6,123,included,,train,,True,True,True,5f9d9b776a26baad1dfe1f5730f0e19b1146d5c481cd493ed55a2a3a38cdeb77
4.Stand-sit/1022_E_5.csv,1022,4,Stand-sit,1788,5,288,included,,validation,,True,True,True,620138d1cf0542bc447cb8f210b8aa39b28fc6ad7234cf77b3342c19863a93b4
4.Stand-sit/1022_E_6.csv,1022,4,Stand-sit,2938,9,238,included,,test,,True,True,True,d2eadefd6c227815a69208d49efff81a2c8e70714ea33264e036684d520d6b14
4.Stand-sit/1022_E_7.csv,1022,4,Stand-sit,1694,5,194,included,,validation,,True,True,True,1fc4f1ffdfdf37aae9576bd9fbe65b2126b97cea86c2dac8213ac9c72cf5c5c6
4.Stand-sit/1022_E_8.csv,1022,4,Stand-sit,1793,5,293,included,,train,,True,True,True,94a824c81c40a7cad8614414ddb7d96634d5a42ef85192ca5d708001b7037768
4.Stand-sit/1022_E_9.csv,1022,4,Stand-sit,2556,8,156,included,,train,,True,True,True,11274fde70c7be853d12299d536d67f32be84e4d7ec477f6b8323c3fb21a7002
5.Lay/1022_F_1.csv,1022,5,Lay,6157,20,157,included,,validation,,True,True,True,85edb0ff74cd9150cea18f4ac8a39d8ee3bd44c933912a35230375b7f107defa
5.Lay/1022_F_2.csv,1022,5,Lay,5973,19,273,included,,test,,True,True,True,83f2c65580e2fdd9328885fbc744b24de119c350663e3f28d626ff03e6765cc2
5.Lay/1022_F_6.csv,1022,5,Lay,6108,20,108,included,,validation,,True,True,True,7f01a8e562c9b76a4183d49df20516ad24fdb5649c3fe5f13aa6b28d411f5a97
6.Lay-stand/1022_G_1.csv,1022,6,Lay-stand,3546,11,246,included,,train,,True,True,True,42924891180a07981fa73ca2c83de9e0f6eabe3bf94ef0025b49841a10fb5570
6.Lay-stand/1022_G_2.csv,1022,6,Lay-stand,3139,10,139,included,,train,,True,True,True,97267b5140f9a644a923d3b063321ec28e50bba8e798f1b8012b9d8abc2f1513
6.Lay-stand/1022_G_3.csv,1022,6,Lay-stand,2691,8,291,included,,validation,,True,True,True,f57812f0ab103437c09497c9601c41e771b9306fa9eb1255fcc1aeadc491d8cc
6.Lay-stand/1022_G_4.csv,1022,6,Lay-stand,2798,9,98,included,,validation,,True,True,True,7aea5b4215bcfe8188cbc68ebf0ef967070e71c597d7f42a2b4ab7a3b960ad11
6.Lay-stand/1022_G_6.csv,1022,6,Lay-stand,2771,9,71,included,,train,,True,True,True,ffe33e24dbf8fd4c276467bed9d5c1ba2ae11cac58614ae424bd987173a83da3
6.Lay-stand/1022_G_7.csv,1022,6,Lay-stand,3009,10,9,included,,train,,True,True,True,eb9e645702791f96c15cdf13eaa970e7cc9c6fb6327755567199754cb392c899
7.Pick/1022_H_1.csv,1022,7,Pick,3227,10,227,included,,train,,True,True,True,7f6e0991296134cdbf06800919e3203a35b0d334f8411e499417befc402b341c
7.Pick/1022_H_2.csv,1022,7,Pick,3116,10,116,included,,validation,,True,True,True,e2104c62038d377e5e692e9768f7e6e08bf7efbeee4fea2a6872dc49aa7eb0d5
7.Pick/1022_H_3.csv,1022,7,Pick,3737,12,137,included,,validation,,True,True,True,7d72bf12451c2360d0d16397f0011e65230305999ef2946570e03583e82da08f
7.Pick/1022_H_6.csv,1022,7,Pick,3549,11,249,included,,train,,True,True,True,3ee7ad2cb679cdcfbca1f642ebbbcb625b1024ef766a45113dcaf06ceef67b2b
8.Jump/1022_I_1.csv,1022,8,Jump,1160,3,260,included,,train,,True,True,True,87793205e47111bd4f7d69377a995bb7593398030722c3a098398d9725164ae8
8.Jump/1022_I_2.csv,1022,8,Jump,1035,3,135,included,,validation,,True,True,True,e0f61805fadfb8f644fb53b7af509361a70dd944e2e97a8dd4981e20edd75720
8.Jump/1022_I_3.csv,1022,8,Jump,1279,4,79,included,,train,,True,True,True,6b31f1e21f71b9402bd3db624cc542e0e2b2e421b537a76bca25fa0ebc8e2045
8.Jump/1022_I_6.csv,1022,8,Jump,1102,3,202,included,,train,,True,True,True,4aa1a3af637f2e0953d2172162267072192e62df9c6c1df8eda920e52d9f0cae
8.Jump/1022_I_7.csv,1022,8,Jump,1150,3,250,included,,test,,True,True,True,d8e59bdb1c65b70e3ba4bf8406f5925b8b2089734bc50802305033fe1201dfe0
10.Sit-up/1022_K_1.csv,1022,10,Sit-up,1588,5,88,included,,validation,,True,True,True,1f6ffcbffc9bd8b8c5cb4f9a2010e6a6570682b1fcda573a53833dec8d9433dc
10.Sit-up/1022_K_2.csv,1022,10,Sit-up,1570,5,70,included,,train,,True,True,True,c8734e9c82bcd53b5a3c7ea698ee3b238c2f7f993d6e3244f87f16cb203e5706
10.Sit-up/1022_K_3.csv,1022,10,Sit-up,1999,6,199,included,,train,,True,True,True,9982dba4a4a591d4263982d49a8ef42cdcd6ee9bfe50e21e01056911c17e0a38
10.Sit-up/1022_K_4.csv,1022,10,Sit-up,1850,6,50,included,,train,,True,True,True,a785aa5ddfe1d6906bb653f29afa95cc0288fbc820f33a7a9e9a0bcb5f7b19ff
10.Sit-up/1022_K_6.csv,1022,10,Sit-up,1904,6,104,included,,train,,True,True,True,526fbc549ddefd479376e9ce76d016f5f689f8126cd42a6e11b26b36760e2552
10.Sit-up/1022_K_7.csv,1022,10,Sit-up,1672,5,172,included,,test,,True,True,True,4e57eec6f5ddd5182a8f84d649ff044ec691d127ee797f645f3fbe61823fd4da
11.Walk/1022_L_1.csv,1022,11,Walk,1425,4,225,included,,test,,True,True,True,3ff24158afff02639e26022f85a0c6e48080eacd555229055608f875584d836a
11.Walk/1022_L_2.csv,1022,11,Walk,1537,5,37,included,,train,,True,True,True,90c511e2595b4a9d6f06819bc0c144515fa82a061bdd116c335b0898655c77a4
11.Walk/1022_L_3.csv,1022,11,Walk,1629,5,129,included,,validation,,True,True,True,b8e1c5b1dfba82f6c208137e9f97231ede4b9c8a66a036e3ce706bc7c29b59d0
11.Walk/1022_L_4.csv,1022,11,Walk,1594,5,94,included,,train,,True,True,True,6cda92d653c73b2080974f1acf881d34f65b4e8dc6d0237e72c982aa581ec3ba
11.Walk/1022_L_5.csv,1022,11,Walk,1558,5,58,included,,train,,True,True,True,0686665e07648275b649cba0bf12355b00f566888dfbb1246240acdd20a2abde
12.Walk-backwards/1022_M_1.csv,1022,12,Walk-backwards,2066,6,266,included,,test,,False,True,True,2550e7d7bdb9f084d2641f028ef58e3f0de070be0e72252ed5a9a778c85305f2
0.Stand/1023_A_1.csv,1023,0,Stand,6146,20,146,included,,train,,False,True,True,92e12225f9762594d78d9f8a63a5bda693b1c873ec42a72d62bd0357c1a09e1e
1.Sit/1023_B_1.csv,1023,1,Sit,6090,20,90,included,,train,,False,True,True,1b6dc9ef04e99801cd6a179d58b692d9952b93cdaf9acadc65eccff9db81a292
2.Talk-sit/1023_C_1.csv,1023,2,Talk-sit,6198,20,198,included,,train,,False,True,True,fc6d555e749e9861ff2a9abf21ccd59010162ab4352d44c3612cb0d6e6c724e0
3.Talk-stand/1023_D_1.csv,1023,3,Talk-stand,6175,20,175,included,,validation,,False,True,True,0e53ef0d982a25c67b43849cfeef28e2807aaf80d9f5241ead18a64cb24afcb6
4.Stand-sit/1023_E_1.csv,1023,4,Stand-sit,1801,6,1,included,,train,supported_train_reservation,True,True,True,d51432b4b68cc044e2129e87625f11446877e8a128af40c870fe97857df38552
4.Stand-sit/1023_E_2.csv,1023,4,Stand-sit,1960,6,160,included,,test,supported_test_reservation,True,True,True,9b365ad44572ade3ab479e2f9a5bb23f340ee31606d2f02c2a02c178fe4a726f
4.Stand-sit/1023_E_3.csv,1023,4,Stand-sit,1573,5,73,included,,train,,True,True,True,abb36e4a9f7d18d8655341010964f7554b16809779d93c74fa1e58962a47dd03
4.Stand-sit/1023_E_4.csv,1023,4,Stand-sit,1569,5,69,included,,validation,,True,True,True,d38a2a085821dad789f119d201ba9e7d65735cbfdb25f9c52d78e76770484118
4.Stand-sit/1023_E_5.csv,1023,4,Stand-sit,1557,5,57,included,,train,,True,True,True,90b73b3fc7880db5a58f5d349758b1b310505275f7ffca19628652af53fb9d2a
5.Lay/1023_F_1.csv,1023,5,Lay,6130,20,130,included,,train,,False,True,True,69f85221dbe3cd46aa8b6e88064f763d802e9800415eb3864037f68f425a18a3
6.Lay-stand/1023_G_1.csv,1023,6,Lay-stand,3881,12,281,included,,train,supported_train_reservation,True,True,True,a52bdc40ba4c0a1326d9a8c066f18009dcdb92acf8d37345bcca5fe61421ef72
6.Lay-stand/1023_G_2.csv,1023,6,Lay-stand,3296,10,296,included,,test,supported_test_reservation,True,True,True,dedbb442260704a44836699fb3745fe7f675d7ea1e1d6a5473435bdb2795c880
7.Pick/1023_H_1.csv,1023,7,Pick,2927,9,227,included,,test,supported_test_reservation,True,True,True,49b730187b4cd33fe064c43e281e30e12d579f55c2d590df5b9e9c815094cffd
7.Pick/1023_H_3.csv,1023,7,Pick,4186,13,286,included,,train,supported_train_reservation,True,True,True,bf94e5b53d79f6f312c4699d76d074204b5c8f448a6f0c1b9292b573bad9fca8
8.Jump/1023_I_1.csv,1023,8,Jump,1376,4,176,included,,validation,,True,True,True,96f244899a86f14e047b878a759802ff5c349fb69b717bcce94b7acac95f8f99
8.Jump/1023_I_2.csv,1023,8,Jump,1443,4,243,included,,train,,True,True,True,e1b35e065c36816c564d863e259a9587269821e8bb35f766c62a5f4aa0ba5d05
9.Push-up/1023_J_1.csv,1023,9,Push-up,786,2,186,included,,test,,False,True,True,57b3bd476a62bce44dbe0badf5c95101f79646d12213fe629b1dd61cd3cf3628
9.Push-up/1023_J_2.csv,1023,9,Push-up,1136,3,236,included,,train,,False,True,True,22330b1d18bff6120185b89e0418c25b75e0d0b24139e9e8cd241765419c6fbd
10.Sit-up/1023_K_1.csv,1023,10,Sit-up,1892,6,92,included,,train,,True,True,True,c74ad3251d55d21614993bc9e04ef8c1fd2a8a7a72262d0f81edaa0ef7848ba2
10.Sit-up/1023_K_2.csv,1023,10,Sit-up,1600,5,100,included,,validation,,True,True,True,d5418d0340982beb963808ba6896ac673bf5e8af1b42f387ef6b4c3c3991a4a0
11.Walk/1023_L_1.csv,1023,11,Walk,1300,4,100,included,,train,,True,True,True,c8f109d54ee49b0490e570761da603ffce0ffe310190f5fb5b99e760837e3254
11.Walk/1023_L_2.csv,1023,11,Walk,1400,4,200,included,,test,,True,True,True,9965e284766f933a8168b6728d02fbd699fa4b042cf567fef4a2b84e92aa98b2
11.Walk/1023_L_3.csv,1023,11,Walk,1460,4,260,included,,validation,,True,True,True,011b8c5649328fd11de755cbb4e610fad005e283b1c1430a03255b44aa9c6b4b
11.Walk/1023_L_4.csv,1023,11,Walk,1421,4,221,included,,train,,True,True,True,abdcd8ec5e38cd146a1be58e571fb9fa8ea7608fd72c52d8da4274445788468a
11.Walk/1023_L_5.csv,1023,11,Walk,1341,4,141,included,,train,,True,True,True,f5dc80f28489d79ded316dc738d9ab0aece0d5daf3879ca66fe231a267de175a
12.Walk-backwards/1023_M_1.csv,1023,12,Walk-backwards,2306,7,206,included,,train,,False,True,True,d30602c1ef3be06a8e7ac37f1c6f6c89953defadce275327848b84245ba8ab7f
13.Walk-circle/1023_N_1.csv,1023,13,Walk-circle,2054,6,254,included,,test,,False,True,True,607239a5fe875ffaaca962f8fd50bb3c8085421f0f52d5bbd8945e454c7b4141
14.Run/1023_O_1.csv,1023,14,Run,731,2,131,included,,train,,False,True,True,6140e13f6504282611f84e04202b41eed76bd8ee0c77322635dab62b74d659da
14.Run/1023_O_2.csv,1023,14,Run,581,1,281,included,,train,,False,True,True,a4bc03cc70ec4a550acf08d11ec51e4f2bdd7107d0fda3e9867d92dd723fe895
14.Run/1023_O_3.csv,1023,14,Run,653,2,53,included,,train,,False,True,True,620c2b1fc3b52e14e940d6aadd46d39acaa442f54050e066f78ff5de36732cff
14.Run/1023_O_4.csv,1023,14,Run,874,2,274,included,,test,,False,True,True,e08c1e9dc63f9ab5d33c86464407960c809b9a78a85f1b3b2820cb37ab804287
14.Run/1023_O_5.csv,1023,14,Run,613,2,13,included,,validation,,False,True,True,4d89ca515ffe9016a176713d8f2b17f7bab56f58816b74250784f426b991de72
15.Stair-up/1023_S_1.csv,1023,15,Stair-up,4860,16,60,included,,train,,False,True,True,0cf583da323c980b1497205fece2467ef88a49a9d37d8efb12d056bf1b068f5e
16.Stair-down/1023_T_1.csv,1023,16,Stair-down,4816,16,16,included,,train,,False,True,True,f07aa8a8395fe31afad11c567140c4c79240d81b7dc5d22b4edb5fdd6e18cf17
0.Stand/1024_A_1.csv,1024,0,Stand,5599,18,199,included,,train,,False,True,True,bba40ab96d56d951e18e74e2be50ff8e0a6003748238e9bbb65e6e83fbfdfa16
1.Sit/1024_B_1.csv,1024,1,Sit,6174,20,174,included,,train,,False,True,True,e2de6f61a12d7ef28ec37df6952558ca5346d9a5a92af09221d28e226a06f7a2
2.Talk-sit/1024_C_1.csv,1024,2,Talk-sit,6071,20,71,included,,train,,False,True,True,6d2ae7efc598045bf73b6f4dc16f3c555185784f61f24eeac6837761bf8c1062
3.Talk-stand/1024_D_1.csv,1024,3,Talk-stand,6406,21,106,included,,train,,False,True,True,1d0f174dfc373a0daff21d13895a44c1acf5e7fde38feb41dafa396478ee19cf
4.Stand-sit/1024_E_1.csv,1024,4,Stand-sit,1696,5,196,included,,test,,True,True,True,95aecffb8242497ff45dbaaa0cd7310c2911b5f705972c2e04c70d37bb522fd7
4.Stand-sit/1024_E_2.csv,1024,4,Stand-sit,1637,5,137,included,,validation,,True,True,True,9779868ae9b477e3522684cf58dc743b7cf8c46c3ae915d72adfe839ec58aded
4.Stand-sit/1024_E_3.csv,1024,4,Stand-sit,1600,5,100,included,,train,,True,True,True,a85dcdb86a935e89ed16dd82cf1ef7812cc62c26ee5e491bb5ef203691b4bfbd
4.Stand-sit/1024_E_4.csv,1024,4,Stand-sit,1671,5,171,included,,train,,True,True,True,3f5a8a251de209fd8198ddc83e0850961747abec99652bb0eb09092894ac4db2
4.Stand-sit/1024_E_5.csv,1024,4,Stand-sit,1694,5,194,included,,train,,True,True,True,522cbeebe046c3dfb863318e16095e220ffe91f525864d4cf4125ffc532c19d7
5.Lay/1024_F_1.csv,1024,5,Lay,6362,21,62,included,,train,,False,True,True,058168cdf8f717aaa13251fee96a4786968218415357457aa9c6234f508fbc7f
6.Lay-stand/1024_G_1.csv,1024,6,Lay-stand,3581,11,281,included,,train,supported_train_reservation,True,True,True,6ad26c4a386f39bff415d7cd2c681d36db47fd084e4d1ef952b1c6e08e51c6dd
6.Lay-stand/1024_G_2.csv,1024,6,Lay-stand,3400,11,100,included,,test,supported_test_reservation,True,True,True,b3f51b30f5e32e5ab1e1192b024affc6385302491063b4801f563a1c24c4828e
7.Pick/1024_H_1.csv,1024,7,Pick,3696,12,96,included,,test,supported_test_reservation,True,True,True,f2ca48230424dae6d281874ff721e25a9b9a5bd3ff3305611765c5583ac97d51
7.Pick/1024_H_2.csv,1024,7,Pick,3863,12,263,included,,train,supported_train_reservation,True,True,True,fa00f1ce8b1e1e8c5ffdb794679c6cfe52c4d90459205f984443b7ff500a9a9f
8.Jump/1024_I_1.csv,1024,8,Jump,1501,5,1,included,,test,,True,True,True,1650c8b148a436fae2b4e444cf7cd51e7b39b342a3c73c55fd6664b1270115bf
8.Jump/1024_I_2.csv,1024,8,Jump,1575,5,75,included,,train,,True,True,True,0060ccb9f2fc262b902732b06cb07cb98159d4be52b567f154964ba8fdcd7acb
11.Walk/1024_L_1.csv,1024,11,Walk,1374,4,174,included,,train,,True,True,True,ec54ed4eec091762c75c34eecf7f4d06d12b222cb363c0395cd7394b53e20539
11.Walk/1024_L_10.csv,1024,11,Walk,1508,5,8,included,,train,,True,True,True,a36478f804a126df678d4d420b272d0b9a4dde6416d70a386149c3e8adde5a86
11.Walk/1024_L_11.csv,1024,11,Walk,1249,4,49,included,,train,,True,True,True,a91454add3de90115818042a8b82e6bb86a7d5b9b8eaed828a6b3da998b4973c
11.Walk/1024_L_12.csv,1024,11,Walk,1443,4,243,included,,validation,,True,True,True,de9fa50503aba47db9d6acd98b3a7dd6eeba17367c05d0c979b33ba36de1c8de
11.Walk/1024_L_13.csv,1024,11,Walk,1741,5,241,included,,train,,True,True,True,81201a17cfc11d9516e996469c4fb26ae262c85151c868cff367022aa0cf751f
11.Walk/1024_L_14.csv,1024,11,Walk,1528,5,28,included,,train,,True,True,True,ea9ead8d1f475b21041317dd07b6b01f8243f2f755d731c51f9465c640e2720c
11.Walk/1024_L_15.csv,1024,11,Walk,1751,5,251,included,,train,,True,True,True,769b0d7cffcc0f15e5c2f500e6865706ac246c9fdbac6c8643b87f3536fb870e
11.Walk/1024_L_2.csv,1024,11,Walk,1400,4,200,included,,validation,,True,True,True,4e67031ac4df2011b5162ad50a95dc2e9a502f4b00464debdda65831004fea7b
11.Walk/1024_L_3.csv,1024,11,Walk,1496,4,296,included,,validation,,True,True,True,47a80827defe033b7dd4bda61fd3aecdda6ba83ab5560125537a91fa6cad6a1b
11.Walk/1024_L_4.csv,1024,11,Walk,1682,5,182,included,,train,,True,True,True,f19575e62cc74d808fdf91b9e802904de74625078bafc9c3eb1e0b0dcb2f6108
11.Walk/1024_L_5.csv,1024,11,Walk,1446,4,246,included,,train,,True,True,True,a2b4364c710ede9cdd7b0eac3be8ee3c3a70054201136cc8eeea5592c5ebe613
11.Walk/1024_L_6.csv,1024,11,Walk,1324,4,124,included,,test,,True,True,True,d475ce09227c25d4bd730792b7cac0c57afea0ae08f282182cb8136c4c42e752
11.Walk/1024_L_7.csv,1024,11,Walk,1494,4,294,included,,validation,,True,True,True,5386a7f36bbe659a6c62e8846e2e7b94ddb1b01afe0a1fb49c54971eccd48f5d
11.Walk/1024_L_8.csv,1024,11,Walk,1281,4,81,included,,test,,True,True,True,ae771bc2a875ee42aece00b4bd29a4a5f3c644ad86a174384de0f8b7cb20a0c6
11.Walk/1024_L_9.csv,1024,11,Walk,1499,4,299,included,,test,,True,True,True,c73e73755aea575facf1344e185da82246ec02e0d1bf3b1042adcd171cc6e8f7
12.Walk-backwards/1024_M_1.csv,1024,12,Walk-backwards,2183,7,83,included,,train,,True,True,True,02bb4f4b500e8fc81e451947e7fe4d5a363731eddf69d3b546d5c0668080d54d
12.Walk-backwards/1024_M_11.csv,1024,12,Walk-backwards,1528,5,28,included,,validation,,True,True,True,ad172b491c34fb1d6de81d2f45cdd9f5afe3c7cf79494c4ef0fbf66266cfc922
12.Walk-backwards/1024_M_12.csv,1024,12,Walk-backwards,2023,6,223,included,,train,,True,True,True,af4a572c619f8519cbace8eb88c68394dbc8ba8d19ca840ecaa4dbb3ac284b89
12.Walk-backwards/1024_M_13.csv,1024,12,Walk-backwards,1468,4,268,included,,test,,True,True,True,309b67505647d677c8a85b13101f743abd8fdb1e311feca2dd3c54b199058faa
12.Walk-backwards/1024_M_14.csv,1024,12,Walk-backwards,1759,5,259,included,,validation,,True,True,True,2b4a2aec1c4f67c3674cf4f31fbb913371354affba779556fb0637b684da3405
12.Walk-backwards/1024_M_1_2.csv,1024,12,Walk-backwards,1984,6,184,included,,validation,,True,True,True,b2c6a1799aa78e2b98fdc4197ff31429f34e09234006cd084d37da289cc3dcfc
