recording_id,raw_run_id,execution_id,user_id,client_id,model,device_id,activity_id,activity,segment_index,source_samples,start_creation_time_ns,end_creation_time_ns,duration_seconds,arrival_start_ms,arrival_end_ms,arrival_median_ms,gap_before_ns,median_sample_interval_ns,estimated_sample_rate_hz,resampled_3s_windows,primary_status,exclusion_reason,split
user=c/device=nexus4_2/activity=walk/bout=01/segment=005,user=c/device=nexus4_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=nexus4_2,nexus4,nexus4_2,3,walk,5,28229,1424696225035020075,1424696366312020499,141.277000424,1424694378030,1424694520260,1424694449169,4854339599,5035400.0,198.5939548000159,47,included,,train
user=c/device=nexus4_2/activity=walk/bout=01/segment=006,user=c/device=nexus4_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=nexus4_2,nexus4,nexus4_2,3,walk,6,658,1424696371075509268,1424696375322473573,4.246964305,1424694525960,1424694529269,1424694527617,4763488769,5035400.0,198.5939548000159,1,included,,train
user=c/device=nexus4_2/activity=walk/bout=01/segment=007,user=c/device=nexus4_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=nexus4_2,nexus4,nexus4_2,3,walk,7,2488,1424696380005670594,1424696392530460250,12.524789656,1424694533958,1424694546476,1424694540218,4683197021,5035400.0,198.5939548000159,4,included,,train
user=c/device=s3_1/activity=bike/bout=01/segment=001,user=c/device=s3_1/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=s3_1,s3,s3_1,0,bike,1,19359,51235005916000,51461049074000,226.043158,1424695231905,1424695509148,1424695366058,,10112000.0,98.89240506329114,75,included,,test
user=c/device=s3_1/activity=sit/bout=01/segment=001,user=c/device=s3_1/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=s3_1,s3,s3_1,1,sit,1,26631,50001183537000,50279282232000,278.098695,1424693906957,1424694201191,1424694060251,,10115000.0,98.86307464162135,92,included,,validation
user=c/device=s3_1/activity=stairsdown/bout=01/segment=001,user=c/device=s3_1/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=s3_1,s3,s3_1,5,stairsdown,1,3543,50661692522000,50699545183000,37.852661,1424694598646,1424694640224,1424694622097,,10112000.0,98.89240506329114,12,included,,validation
user=c/device=s3_1/activity=stairsdown/bout=02/segment=001,user=c/device=s3_1/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=s3_1,s3,s3_1,5,stairsdown,1,5399,50765016989000,50824502901000,59.485912,1424694705696,1424694770147,1424694740644,,10115000.0,98.86307464162135,19,included,,train
user=c/device=s3_1/activity=stairsdown/bout=03/segment=001,user=c/device=s3_1/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=s3_1,s3,s3_1,5,stairsdown,1,4290,50887260847000,50939368432000,52.107585,1424694837790,1424694901718,1424694872199,,10111000.0,98.90218573830482,17,included,,train
user=c/device=s3_1/activity=stairsdown/bout=04/segment=001,user=c/device=s3_1/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=s3_1,s3,s3_1,5,stairsdown,1,4135,51007801741000,51054828696000,47.026955,1424694970152,1424695031243,1424695001559,,10112000.0,98.89240506329114,15,included,,test
user=c/device=s3_1/activity=stairsdown/bout=05/segment=001,user=c/device=s3_1/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=s3_1,s3,s3_1,5,stairsdown,1,2740,51118505202000,51147624808000,29.119606,1424695094919,1424695127123,1424695108823,,10114000.0,98.87284951552304,9,included,,test
user=c/device=s3_1/activity=stairsup/bout=01/segment=001,user=c/device=s3_1/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=s3_1,s3,s3_1,4,stairsup,1,6406,50699555360000,50765006856000,65.451496,1424694640234,1424694705686,1424694672905,,10114000.0,98.87284951552304,21,included,,train
user=c/device=s3_1/activity=stairsup/bout=02/segment=001,user=c/device=s3_1/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=s3_1,s3,s3_1,4,stairsup,1,5732,50824513239000,50887250730000,62.737491,1424694770157,1424694837780,1424694804002,,10114000.0,98.87284951552304,20,included,,train
user=c/device=s3_1/activity=stairsup/bout=03/segment=001,user=c/device=s3_1/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=s3_1,s3,s3_1,4,stairsup,1,6657,50939378537000,51007791653000,68.413116,1424694901728,1424694970142,1424694936084,,10114000.0,98.87284951552304,22,included,,train
user=c/device=s3_1/activity=stairsup/bout=04/segment=001,user=c/device=s3_1/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=s3_1,s3,s3_1,4,stairsup,1,6262,51054838812000,51118495093000,63.656281,1424695031253,1424695094909,1424695063112,,10116000.0,98.85330170027679,21,included,,train
user=c/device=s3_1/activity=stand/bout=01/segment=001,user=c/device=s3_1/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=s3_1,s3,s3_1,2,stand,1,22794,49733527800000,49988234461000,254.706661,1424693577372,1424693887138,1424693737234,,10112000.0,98.89240506329114,84,included,,train
user=c/device=s3_1/activity=walk/bout=01/segment=001,user=c/device=s3_1/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=s3_1,s3,s3_1,3,walk,1,28880,50320384116000,50617019347000,296.635231,1424694246363,1424694546473,1424694399055,,10115000.0,98.86307464162135,98,included,,train
user=c/device=s3_2/activity=bike/bout=01/segment=001,user=c/device=s3_2/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=s3_2,s3,s3_2,0,bike,1,18151,272973388966000,273180901052000,207.512086,1424695229496,1424695509143,1424695366773,,10125000.0,98.76543209876543,69,included,,test
user=c/device=s3_2/activity=sit/bout=01/segment=001,user=c/device=s3_2/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=s3_2,s3,s3_2,1,sit,1,28093,271776040939000,272064754314000,288.713375,1424693906953,1424694201187,1424694049816,,10126000.0,98.75567845151096,96,included,,validation
user=c/device=s3_2/activity=stairsdown/bout=01/segment=001,user=c/device=s3_2/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=s3_2,s3,s3_2,5,stairsdown,1,3595,272434627781000,272473151499000,38.523718,1424694598645,1424694640224,1424694620836,,10122000.0,98.79470460383324,12,included,,validation
user=c/device=s3_2/activity=stairsdown/bout=02/segment=001,user=c/device=s3_2/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=s3_2,s3,s3_2,5,stairsdown,1,5402,272533543350000,272590573753000,57.030403,1424694705695,1424694770141,1424694733153,,10125000.0,98.76543209876543,19,included,,train
user=c/device=s3_2/activity=stairsdown/bout=03/segment=001,user=c/device=s3_2/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=s3_2,s3,s3_2,5,stairsdown,1,5177,272649905901000,272705485712000,55.579811,1424694840894,1424694901723,1424694875394,,10126000.0,98.75567845151096,18,included,,train
user=c/device=s3_2/activity=stairsdown/bout=04/segment=001,user=c/device=s3_2/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=s3_2,s3,s3_2,5,stairsdown,1,3934,272766638297000,272811746455000,45.108158,1424694970145,1424695027299,1424695002745,,10125000.0,98.76543209876543,15,included,,test
user=c/device=s3_2/activity=stairsdown/bout=05/segment=001,user=c/device=s3_2/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=s3_2,s3,s3_2,5,stairsdown,1,1806,272872085359000,272894673788000,22.588429,1424695094917,1424695127121,1424695113206,,10127000.0,98.74592673052237,7,included,,test
user=c/device=s3_2/activity=stairsup/bout=01/segment=001,user=c/device=s3_2/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=s3_2,s3,s3_2,4,stairsup,1,5725,272473161771000,272533533466000,60.371695,1424694640234,1424694705685,1424694673657,,10124000.0,98.77518767285657,20,included,,train
user=c/device=s3_2/activity=stairsup/bout=02/segment=001,user=c/device=s3_2/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=s3_2,s3,s3_2,4,stairsup,1,5624,272590583838000,272649885487000,59.301649,1424694770151,1424694836538,1424694803354,,10124000.0,98.77518767285657,19,included,,train
user=c/device=s3_2/activity=stairsup/bout=03/segment=001,user=c/device=s3_2/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=s3_2,s3,s3_2,4,stairsup,1,5803,272705495998000,272766628208000,61.13221,1424694901734,1424694970136,1424694940632,,10126000.0,98.75567845151096,20,included,,train
user=c/device=s3_2/activity=stairsup/bout=04/segment=001,user=c/device=s3_2/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=s3_2,s3,s3_2,4,stairsup,1,5724,272811757842000,272872075225000,60.317383,1424695031904,1424695094908,1424695061019,,10125000.0,98.76543209876543,20,included,,train
user=c/device=s3_2/activity=stand/bout=01/segment=001,user=c/device=s3_2/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=s3_2,s3,s3_2,2,stand,1,23127,271502681178000,271760182463000,257.501285,1424693577374,1424693887135,1424693735120,,10124000.0,98.77518767285657,85,included,,train
user=c/device=s3_2/activity=walk/bout=01/segment=001,user=c/device=s3_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=s3_2,s3,s3_2,3,walk,1,28165,272102593238000,272392565443000,289.972205,1424694246365,1424694546478,1424694402855,,10125000.0,98.76543209876543,96,included,,train
user=c/device=s3mini_1/activity=bike/bout=01/segment=001,user=c/device=s3mini_1/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,0,bike,1,17196,13112721706000,13298652196000,185.93049,1424695232509,1424695509143,1424695371037,,10009000.0,99.91008092716555,61,included,,test
user=c/device=s3mini_1/activity=sit/bout=01/segment=001,user=c/device=s3mini_1/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,1,sit,1,27189,11960992102000,12238164535000,277.172433,1424693906959,1424694201191,1424694059177,,10009000.0,99.91008092716555,92,included,,validation
user=c/device=s3mini_1/activity=stairsdown/bout=01/segment=001,user=c/device=s3mini_1/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,5,stairsdown,1,2544,12601394429000,12628844250000,27.449821,1424694598645,1424694640226,1424694619811,,10010000.0,99.9000999000999,9,included,,validation
user=c/device=s3mini_1/activity=stairsdown/bout=02/segment=001,user=c/device=s3mini_1/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=s3mini_1,s3mini,s3mini_1,5,stairsdown,1,4490,12686192283000,12733551608000,47.359325,1424694705692,1424694770144,1424694743956,,10009000.0,99.91008092716555,15,included,,train
user=c/device=s3mini_1/activity=stairsdown/bout=03/segment=001,user=c/device=s3mini_1/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=s3mini_1,s3mini,s3mini_1,5,stairsdown,1,4413,12798594502000,12844984041000,46.389539,1424694837795,1424694901726,1424694867884,,10009000.0,99.91008092716555,15,included,,train
user=c/device=s3mini_1/activity=stairsdown/bout=04/segment=001,user=c/device=s3mini_1/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=s3mini_1,s3mini,s3mini_1,5,stairsdown,1,4140,12910061893000,12953872183000,43.81029,1424694970144,1424695031244,1424694999094,,10010000.0,99.9000999000999,14,included,,test
user=c/device=s3mini_1/activity=stairsdown/bout=05/segment=001,user=c/device=s3mini_1/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=s3mini_1,s3mini,s3mini_1,5,stairsdown,1,2362,13014164228000,13038654369000,24.490141,1424695094914,1424695127115,1424695111081,,10009000.0,99.91008092716555,8,included,,test
user=c/device=s3mini_1/activity=stairsup/bout=01/segment=001,user=c/device=s3mini_1/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,4,stairsup,1,5530,12628854290000,12686182487000,57.328197,1424694640236,1424694705683,1424694675349,,10009000.0,99.91008092716555,19,included,,train
user=c/device=s3mini_1/activity=stairsup/bout=02/segment=001,user=c/device=s3mini_1/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=s3mini_1,s3mini,s3mini_1,4,stairsup,1,6386,12733561557000,12798585011000,65.023454,1424694770154,1424694837785,1424694805497,,10009000.0,99.91008092716555,21,included,,train
user=c/device=s3mini_1/activity=stairsup/bout=03/segment=001,user=c/device=s3mini_1/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=s3mini_1,s3mini,s3mini_1,4,stairsup,1,6402,12844994019000,12910051792000,65.057773,1424694901736,1424694970134,1424694938034,,10009000.0,99.91008092716555,21,included,,train
user=c/device=s3mini_1/activity=stairsup/bout=04/segment=001,user=c/device=s3mini_1/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=s3mini_1,s3mini,s3mini_1,4,stairsup,1,5931,12953882742000,13014154036000,60.271294,1424695031254,1424695094903,1424695061174,,10009000.0,99.91008092716555,20,included,,train
user=c/device=s3mini_1/activity=stand/bout=01/segment=001,user=c/device=s3mini_1/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,2,stand,1,20423,11729251700000,11947626596000,218.374896,1424693579513,1424693887137,1424693730186,,10010000.0,99.9000999000999,72,included,,train
user=c/device=s3mini_1/activity=walk/bout=01/segment=001,user=c/device=s3mini_1/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=s3mini_1,s3mini,s3mini_1,3,walk,1,28076,12273541028000,12560172615000,286.631587,1424694246364,1424694546477,1424694400377,,10009000.0,99.91008092716555,95,included,,train
user=c/device=s3mini_2/activity=bike/bout=01/segment=001,user=c/device=s3mini_2/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,0,bike,1,1665,6488018245000,6516028100000,28.009855,1424695242433,1424695492904,1424695368852,,13180000.0,75.87253414264036,9,included,,test
user=c/device=s3mini_2/activity=sit/bout=01/segment=001,user=c/device=s3mini_2/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,1,sit,1,163,6311055897000,6313666472000,2.610575,1424693998429,1424694136471,1424693999429,,13880000.0,72.04610951008645,0,excluded,insufficient_continuous_duration,excluded
user=c/device=s3mini_2/activity=stairsdown/bout=01/segment=001,user=c/device=s3mini_2/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,5,stairsdown,1,595,6375081616000,6384436899000,9.355283,1424694598650,1424694622256,1424694609144,,13256000.0,75.43753771876887,3,included,,validation
user=c/device=s3mini_2/activity=stairsdown/bout=02/segment=001,user=c/device=s3mini_2/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=s3mini_2,s3mini,s3mini_2,5,stairsdown,1,1080,6395611817000,6412929300000,17.317483,1424694706870,1424694767926,1424694739191,,13302000.0,75.17666516313336,5,included,,train
user=c/device=s3mini_2/activity=stairsdown/bout=03/segment=001,user=c/device=s3mini_2/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=s3mini_2,s3mini,s3mini_2,5,stairsdown,1,1076,6423365615000,6440167547000,16.801932,1424694844425,1424694901450,1424694881508,,13698000.0,73.00335815447511,5,included,,train
user=c/device=s3mini_2/activity=stairsdown/bout=04/segment=001,user=c/device=s3mini_2/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=s3mini_2,s3mini,s3mini_2,5,stairsdown,1,544,6449062689000,6458182634000,9.119945,1424694975870,1424695031241,1424695008071,,13118000.0,76.23113279463333,3,included,,test
user=c/device=s3mini_2/activity=stairsdown/bout=05/segment=001,user=c/device=s3mini_2/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=s3mini_2,s3mini,s3mini_2,5,stairsdown,1,275,6475162665000,6479663710000,4.501045,1424695099869,1424695127120,1424695113510,,12922000.0,77.3874013310633,1,included,,test
user=c/device=s3mini_2/activity=stairsup/bout=01/segment=001,user=c/device=s3mini_2/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,4,stairsup,1,660,6384676267000,6395365932000,10.689665,1424694640870,1424694701896,1424694686881,,13426000.0,74.48234768359899,3,included,,train
user=c/device=s3mini_2/activity=stairsup/bout=02/segment=001,user=c/device=s3mini_2/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=s3mini_2,s3mini,s3mini_2,4,stairsup,1,611,6413164355000,6423114879000,9.950524,1424694797434,1424694835921,1424694811284,,13089000.0,76.40003056001223,3,included,,train
user=c/device=s3mini_2/activity=stairsup/bout=03/segment=001,user=c/device=s3mini_2/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=s3mini_2,s3mini,s3mini_2,4,stairsup,1,518,6440407297000,6448821809000,8.414512,1424694933871,1424694966448,1424694946027,,13177000.0,75.88980799878577,2,included,,train
user=c/device=s3mini_2/activity=stairsup/bout=04/segment=001,user=c/device=s3mini_2/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=s3mini_2,s3mini,s3mini_2,4,stairsup,1,1086,6458195967000,6474917320000,16.721353,1424695031254,1424695092296,1424695066317,,13668000.0,73.16359379572725,5,included,,train
user=c/device=s3mini_2/activity=stand/bout=01/segment=001,user=c/device=s3mini_2/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,2,stand,1,595,6298638037000,6308369245000,9.731208,1424693740451,1424693864899,1424693764251,,13024500.0,76.7783792084149,3,included,,train
user=c/device=s3mini_2/activity=walk/bout=01/segment=001,user=c/device=s3mini_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=s3mini_2,s3mini,s3mini_2,3,walk,1,3216,6317376710000,6370948305000,53.571595,1424694271872,1424694532086,1424694400039,,13333000.0,75.00187504687617,17,included,,train
user=c/device=samsungold_1/activity=bike/bout=01/segment=001,user=c/device=samsungold_1/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,0,bike,1,17624,278956642301000,279236282316000,279.640015,1424695229504,1424695509144,1424695369264,,19898000.0,50.256307166549405,93,included,,test
user=c/device=samsungold_1/activity=sit/bout=01/segment=001,user=c/device=samsungold_1/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,1,sit,1,14543,277634112272000,277928322294000,294.210022,1424693906974,1424694201185,1424694055795,,19989000.0,50.02751513332333,98,included,,validation
user=c/device=samsungold_1/activity=stairsdown/bout=01/segment=001,user=c/device=samsungold_1/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,5,stairsdown,1,2685,278325782408000,278367351927000,41.569519,1424694598644,1424694640214,1424694619394,,19867000.0,50.334725927417324,13,included,,validation
user=c/device=samsungold_1/activity=stairsdown/bout=02/segment=001,user=c/device=samsungold_1/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=samsungold_1,samsungold,samsungold_1,5,stairsdown,1,4138,278432842405000,278497281278000,64.438873,1424694705704,1424694770143,1424694737914,,19898000.0,50.256307166549405,21,included,,train
user=c/device=samsungold_1/activity=stairsdown/bout=03/segment=001,user=c/device=samsungold_1/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=samsungold_1,samsungold,samsungold_1,5,stairsdown,1,4100,278564931883000,278628862394000,63.930511,1424694837794,1424694901724,1424694869694,,19897000.0,50.258832989897975,21,included,,train
user=c/device=samsungold_1/activity=stairsdown/bout=04/segment=001,user=c/device=samsungold_1/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=samsungold_1,samsungold,samsungold_1,5,stairsdown,1,3930,278697282438000,278758372434000,61.089996,1424694970145,1424695031235,1424695000724,,19897000.0,50.258832989897975,20,included,,test
user=c/device=samsungold_1/activity=stairsdown/bout=05/segment=001,user=c/device=samsungold_1/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=samsungold_1,samsungold,samsungold_1,5,stairsdown,1,2071,278822051969000,278854262022000,32.210053,1424695094914,1424695127124,1424695110954,,19867000.0,50.334725927417324,10,included,,test
user=c/device=samsungold_1/activity=stairsup/bout=01/segment=001,user=c/device=samsungold_1/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,4,stairsup,1,4196,278367372465000,278432821928000,65.449463,1424694640235,1424694705684,1424694672845,,19897000.0,50.258832989897975,21,included,,train
user=c/device=samsungold_1/activity=stairsup/bout=02/segment=001,user=c/device=samsungold_1/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=samsungold_1,samsungold,samsungold_1,4,stairsup,1,4315,278497291593000,278564922361000,67.630768,1424694770153,1424694837784,1424694803953,,19928000.0,50.18065034122842,22,included,,train
user=c/device=samsungold_1/activity=stairsup/bout=03/segment=001,user=c/device=samsungold_1/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=samsungold_1,samsungold,samsungold_1,4,stairsup,1,4381,278628871946000,278697262327000,68.390381,1424694901734,1424694970124,1424694935854,,19928000.0,50.18065034122842,22,included,,train
user=c/device=samsungold_1/activity=stairsup/bout=04/segment=001,user=c/device=samsungold_1/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=samsungold_1,samsungold,samsungold_1,4,stairsup,1,4071,278758392484000,278822042356000,63.649872,1424695031255,1424695094904,1424695063144,,19898000.0,50.256307166549405,21,included,,train
user=c/device=samsungold_1/activity=stand/bout=01/segment=001,user=c/device=samsungold_1/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,2,stand,1,15891,277304552336000,277614272032000,309.719696,1424693577415,1424693887134,1424693731745,,19989000.0,50.02751513332333,103,included,,train
user=c/device=samsungold_1/activity=walk/bout=01/segment=001,user=c/device=samsungold_1/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=samsungold_1,samsungold,samsungold_1,3,walk,1,19229,277973502287000,278273612242000,300.109955,1424694246364,1424694546474,1424694396804,,19867000.0,50.334725927417324,100,included,,train
user=c/device=samsungold_2/activity=bike/bout=01/segment=001,user=c/device=samsungold_2/activity=bike/bout=01,user=c/activity=bike/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,0,bike,1,17686,8946882320000,9226531856000,279.649536,1424695229499,1424695509149,1424695369480,,19898000.0,50.256307166549405,93,included,,test
user=c/device=samsungold_2/activity=sit/bout=01/segment=001,user=c/device=samsungold_2/activity=sit/bout=01,user=c/activity=sit/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,1,sit,1,14890,7624332271000,7918562068000,294.229797,1424693906950,1424694201179,1424694056394,,19989000.0,50.02751513332333,98,included,,validation
user=c/device=samsungold_2/activity=stairsdown/bout=01/segment=001,user=c/device=samsungold_2/activity=stairsdown/bout=01,user=c/activity=stairsdown/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,5,stairsdown,1,2689,8316021999000,8357602382000,41.580383,1424694598639,1424694640220,1424694619529,,19683000.0,50.80526342529086,13,included,,validation
user=c/device=samsungold_2/activity=stairsdown/bout=02/segment=001,user=c/device=samsungold_2/activity=stairsdown/bout=02,user=c/activity=stairsdown/execution=02,c,user=c|device=samsungold_2,samsungold,samsungold_2,5,stairsdown,1,4161,8423080226000,8487521907000,64.441681,1424694705698,1424694770139,1424694737940,,19867000.0,50.334725927417324,21,included,,train
user=c/device=samsungold_2/activity=stairsdown/bout=03/segment=001,user=c/device=samsungold_2/activity=stairsdown/bout=03,user=c/activity=stairsdown/execution=03,c,user=c|device=samsungold_2,samsungold,samsungold_2,5,stairsdown,1,4118,8555182399000,8619101863000,63.919464,1424694837800,1424694901719,1424694869814,,19836000.0,50.4133897963299,21,included,,train
user=c/device=samsungold_2/activity=stairsdown/bout=04/segment=001,user=c/device=samsungold_2/activity=stairsdown/bout=04,user=c/activity=stairsdown/execution=04,c,user=c|device=samsungold_2,samsungold,samsungold_2,5,stairsdown,1,3933,8687531826000,8748622432000,61.090606,1424694970149,1424695031240,1424695000629,,19821000.0,50.45154129458655,20,included,,test
user=c/device=samsungold_2/activity=stairsdown/bout=05/segment=001,user=c/device=samsungold_2/activity=stairsdown/bout=05,user=c/activity=stairsdown/execution=05,c,user=c|device=samsungold_2,samsungold,samsungold_2,5,stairsdown,1,2082,8812304409000,8844492397000,32.187988,1424695094922,1424695127110,1424695111005,,19623000.0,50.96060745044081,10,included,,test
user=c/device=samsungold_2/activity=stairsup/bout=01/segment=001,user=c/device=samsungold_2/activity=stairsup/bout=01,user=c/activity=stairsup/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,4,stairsup,1,4201,8357622402000,8423062435000,65.440033,1424694640240,1424694705680,1424694672940,,19867000.0,50.334725927417324,21,included,,train
user=c/device=samsungold_2/activity=stairsup/bout=02/segment=001,user=c/device=samsungold_2/activity=stairsup/bout=02,user=c/activity=stairsup/execution=02,c,user=c|device=samsungold_2,samsungold,samsungold_2,4,stairsup,1,4336,8487542385000,8555155025000,67.61264,1424694770160,1424694837772,1424694803894,,19867000.0,50.334725927417324,22,included,,train
user=c/device=samsungold_2/activity=stairsup/bout=03/segment=001,user=c/device=samsungold_2/activity=stairsup/bout=03,user=c/activity=stairsup/execution=03,c,user=c|device=samsungold_2,samsungold,samsungold_2,4,stairsup,1,4380,8619122402000,8687522396000,68.399994,1424694901740,1424694970140,1424694935674,,19897000.0,50.258832989897975,22,included,,train
user=c/device=samsungold_2/activity=stairsup/bout=04/segment=001,user=c/device=samsungold_2/activity=stairsup/bout=04,user=c/activity=stairsup/execution=04,c,user=c|device=samsungold_2,samsungold,samsungold_2,4,stairsup,1,4072,8748641872000,8812281978000,63.640106,1424695031259,1424695094899,1424695063050,,19898000.0,50.256307166549405,21,included,,train
user=c/device=samsungold_2/activity=stand/bout=01/segment=001,user=c/device=samsungold_2/activity=stand/bout=01,user=c/activity=stand/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,2,stand,1,15953,7294762264000,7604501918000,309.739654,1424693577379,1424693887119,1424693731989,,19989000.0,50.02751513332333,103,included,,train
user=c/device=samsungold_2/activity=walk/bout=01/segment=001,user=c/device=samsungold_2/activity=walk/bout=01,user=c/activity=walk/execution=01,c,user=c|device=samsungold_2,samsungold,samsungold_2,3,walk,1,19252,7963742305000,8263852077000,300.109772,1424694246360,1424694546469,1424694396650,,19684000.0,50.80268238162975,100,included,,train
user=d/device=nexus4_1/activity=bike/bout=01/segment=001,user=d/device=nexus4_1/activity=bike/bout=01,user=d/activity=bike/execution=01,d,user=d|device=nexus4_1,nexus4,nexus4_1,0,bike,1,735,1424783250831645585,1424783254850287052,4.018641467,1424783247352,1424783251370,1424783249520,,5035400.0,198.5939548000159,1,included,,validation
user=d/device=nexus4_1/activity=bike/bout=01/segment=002,user=d/device=nexus4_1/activity=bike/bout=01,user=d/activity=bike/execution=01,d,user=d|device=nexus4_1,nexus4,nexus4_1,0,bike,2,697,1424783260097174259,1424783263602877091,3.505702832,1424783256617,1424783260121,1424783258372,5246887207,5035400.0,198.5939548000159,1,included,,validation
